CLINICALSIGNIFICANCE_ID,CLINICALSIGNIFICANCE_ACCESSION,CLINICALSIGNIFICANCE_VARIANTID,CLINICALSIGNIFICANCE_PATHOLOGYID,CLINICALSIGNIFICANCE_SIGNIFICANCEID,CLINICALSIGNIFICANCE_EVALUATED,CLINICALSIGNIFICANCE_REVIEWSTATUS,CLINICALSIGNIFICANCE_UPDATED
790,RCV001661282,108775,123164,5,2021-07-30,"[criteria provided, single submitter]",2022-09-26
791,RCV001661283,108775,185425,5,2021-07-30,"[criteria provided, single submitter]",2022-09-26
792,RCV001713671,108775,207830,5,2018-07-17,"[criteria provided, single submitter]",2022-09-26
793,RCV001661282,108776,123164,5,2021-07-30,"[criteria provided, single submitter]",2022-09-26
794,RCV001661283,108776,185425,5,2021-07-30,"[criteria provided, single submitter]",2022-09-26
795,RCV001713671,108776,207830,5,2018-07-17,"[criteria provided, single submitter]",2022-09-26
796,RCV001661282,108777,123164,5,2021-07-30,"[criteria provided, single submitter]",2022-09-26
797,RCV001661283,108777,185425,5,2021-07-30,"[criteria provided, single submitter]",2022-09-26
798,RCV001713671,108777,207830,5,2018-07-17,"[criteria provided, single submitter]",2022-09-26
799,RCV001534481,108784,207830,4,2021-06-10,"[criteria provided, single submitter]",2022-09-26
800,RCV002244819,108784,123164,5,2021-09-26,"[criteria provided, single submitter]",2022-09-26
801,RCV002244819,108784,845,5,2021-09-26,"[criteria provided, single submitter]",2022-09-26
802,RCV001534481,108785,207830,4,2021-06-10,"[criteria provided, single submitter]",2022-09-26
803,RCV002244819,108785,123164,5,2021-09-26,"[criteria provided, single submitter]",2022-09-26
804,RCV002244819,108785,845,5,2021-09-26,"[criteria provided, single submitter]",2022-09-26
805,RCV001534481,108786,207830,4,2021-06-10,"[criteria provided, single submitter]",2022-09-26
806,RCV002244819,108786,123164,5,2021-09-26,"[criteria provided, single submitter]",2022-09-26
807,RCV002244819,108786,845,5,2021-09-26,"[criteria provided, single submitter]",2022-09-26
808,RCV001534481,108787,207830,4,2021-06-10,"[criteria provided, single submitter]",2022-09-26
809,RCV002244819,108787,123164,5,2021-09-26,"[criteria provided, single submitter]",2022-09-26
810,RCV002244819,108787,845,5,2021-09-26,"[criteria provided, single submitter]",2022-09-26
811,RCV000079679,108944,201971,5,2014-06-11,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
812,RCV001711367,108944,207830,5,2018-07-17,"[criteria provided, single submitter]",2022-09-26
813,RCV002221199,108944,123164,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
814,RCV002221199,108944,845,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
815,RCV000079679,108945,201971,5,2014-06-11,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
816,RCV001711367,108945,207830,5,2018-07-17,"[criteria provided, single submitter]",2022-09-26
817,RCV002221199,108945,123164,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
818,RCV002221199,108945,845,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
819,RCV000079679,108946,201971,5,2014-06-11,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
820,RCV001711367,108946,207830,5,2018-07-17,"[criteria provided, single submitter]",2022-09-26
821,RCV002221199,108946,123164,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
822,RCV002221199,108946,845,5,2021-12-17,"[criteria provided, single submitter]",2022-09-26
823,RCV000145958,109308,201971,5,2013-02-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
824,RCV001668291,109308,207830,5,2018-09-16,"[criteria provided, single submitter]",2022-09-26
825,RCV002243810,109308,123164,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
826,RCV002243810,109308,845,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
827,RCV000145958,109309,201971,5,2013-02-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
828,RCV001668291,109309,207830,5,2018-09-16,"[criteria provided, single submitter]",2022-09-26
829,RCV002243810,109309,123164,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
830,RCV002243810,109309,845,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
831,RCV000145958,109310,201971,5,2013-02-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
832,RCV001668291,109310,207830,5,2018-09-16,"[criteria provided, single submitter]",2022-09-26
833,RCV002243810,109310,123164,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
834,RCV002243810,109310,845,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
835,RCV000145957,109317,123164,3,2013-03-04,"[criteria provided, single submitter]",2022-09-26
836,RCV000177453,109317,201971,4,2015-05-18,"[criteria provided, single submitter]",2022-09-26
837,RCV001689683,109317,207830,5,2020-07-09,"[criteria provided, single submitter]",2022-09-26
838,RCV002243809,109317,123164,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
839,RCV002243809,109317,845,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
840,RCV000145957,109318,123164,3,2013-03-04,"[criteria provided, single submitter]",2022-09-26
841,RCV000177453,109318,201971,4,2015-05-18,"[criteria provided, single submitter]",2022-09-26
842,RCV001689683,109318,207830,5,2020-07-09,"[criteria provided, single submitter]",2022-09-26
843,RCV002243809,109318,123164,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
844,RCV002243809,109318,845,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
845,RCV000145957,109319,123164,3,2013-03-04,"[criteria provided, single submitter]",2022-09-26
846,RCV000177453,109319,201971,4,2015-05-18,"[criteria provided, single submitter]",2022-09-26
847,RCV001689683,109319,207830,5,2020-07-09,"[criteria provided, single submitter]",2022-09-26
848,RCV002243809,109319,123164,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
849,RCV002243809,109319,845,5,2021-12-12,"[criteria provided, single submitter]",2022-09-26
850,RCV000177530,109428,201971,5,2015-01-27,"[criteria provided, single submitter]",2022-09-26
851,RCV001610492,109428,207830,5,2020-03-03,"[criteria provided, single submitter]",2022-09-26
852,RCV002243859,109428,123164,5,2021-08-15,"[criteria provided, single submitter]",2022-09-26
853,RCV002243859,109428,845,5,2021-08-15,"[criteria provided, single submitter]",2022-09-26
854,RCV000177530,109429,201971,5,2015-01-27,"[criteria provided, single submitter]",2022-09-26
855,RCV001610492,109429,207830,5,2020-03-03,"[criteria provided, single submitter]",2022-09-26
856,RCV002243859,109429,123164,5,2021-08-15,"[criteria provided, single submitter]",2022-09-26
857,RCV002243859,109429,845,5,2021-08-15,"[criteria provided, single submitter]",2022-09-26
858,RCV000177530,109430,201971,5,2015-01-27,"[criteria provided, single submitter]",2022-09-26
859,RCV001610492,109430,207830,5,2020-03-03,"[criteria provided, single submitter]",2022-09-26
860,RCV002243859,109430,123164,5,2021-08-15,"[criteria provided, single submitter]",2022-09-26
861,RCV002243859,109430,845,5,2021-08-15,"[criteria provided, single submitter]",2022-09-26
862,RCV001578046,109437,207830,4,2020-07-10,"[criteria provided, single submitter]",2022-09-26
863,RCV002221278,109437,123164,4,2021-10-20,"[criteria provided, single submitter]",2022-09-26
864,RCV002221278,109437,845,4,2021-10-20,"[criteria provided, single submitter]",2022-09-26
865,RCV001578046,109438,207830,4,2020-07-10,"[criteria provided, single submitter]",2022-09-26
866,RCV002221278,109438,123164,4,2021-10-20,"[criteria provided, single submitter]",2022-09-26
867,RCV002221278,109438,845,4,2021-10-20,"[criteria provided, single submitter]",2022-09-26
868,RCV001578046,109439,207830,4,2020-07-10,"[criteria provided, single submitter]",2022-09-26
869,RCV002221278,109439,123164,4,2021-10-20,"[criteria provided, single submitter]",2022-09-26
870,RCV002221278,109439,845,4,2021-10-20,"[criteria provided, single submitter]",2022-09-26
871,RCV000294458,109448,201971,5,2017-07-28,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
872,RCV000878158,109448,123164,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
873,RCV000878158,109448,27396,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
874,RCV001610783,109448,207830,5,2019-06-28,"[criteria provided, single submitter]",2022-09-26
875,RCV000294458,109449,201971,5,2017-07-28,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
876,RCV000878158,109449,123164,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
877,RCV000878158,109449,27396,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
878,RCV001610783,109449,207830,5,2019-06-28,"[criteria provided, single submitter]",2022-09-26
879,RCV000294458,109450,201971,5,2017-07-28,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
880,RCV000878158,109450,123164,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
881,RCV000878158,109450,27396,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
882,RCV001610783,109450,207830,5,2019-06-28,"[criteria provided, single submitter]",2022-09-26
883,RCV000145960,109478,201971,5,2013-02-08,"[criteria provided, single submitter]",2022-09-26
884,RCV001610445,109478,207830,5,2018-07-03,"[criteria provided, single submitter]",2022-09-26
885,RCV002243811,109478,123164,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
886,RCV002243811,109478,845,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
887,RCV000145960,109479,201971,5,2013-02-08,"[criteria provided, single submitter]",2022-09-26
888,RCV001610445,109479,207830,5,2018-07-03,"[criteria provided, single submitter]",2022-09-26
889,RCV002243811,109479,123164,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
890,RCV002243811,109479,845,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
891,RCV000145960,109480,201971,5,2013-02-08,"[criteria provided, single submitter]",2022-09-26
892,RCV001610445,109480,207830,5,2018-07-03,"[criteria provided, single submitter]",2022-09-26
893,RCV002243811,109480,123164,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
894,RCV002243811,109480,845,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
895,RCV000120718,109489,201971,4,2013-02-08,"[criteria provided, single submitter]",2022-09-26
896,RCV001554913,109489,207830,4,2020-01-12,"[criteria provided, single submitter]",2022-09-26
897,RCV002243784,109489,123164,5,2021-08-16,"[criteria provided, single submitter]",2022-09-26
898,RCV002243784,109489,845,5,2021-08-16,"[criteria provided, single submitter]",2022-09-26
899,RCV000120718,109490,201971,4,2013-02-08,"[criteria provided, single submitter]",2022-09-26
900,RCV001554913,109490,207830,4,2020-01-12,"[criteria provided, single submitter]",2022-09-26
901,RCV002243784,109490,123164,5,2021-08-16,"[criteria provided, single submitter]",2022-09-26
902,RCV002243784,109490,845,5,2021-08-16,"[criteria provided, single submitter]",2022-09-26
903,RCV000120718,109491,201971,4,2013-02-08,"[criteria provided, single submitter]",2022-09-26
904,RCV001554913,109491,207830,4,2020-01-12,"[criteria provided, single submitter]",2022-09-26
905,RCV002243784,109491,123164,5,2021-08-16,"[criteria provided, single submitter]",2022-09-26
906,RCV002243784,109491,845,5,2021-08-16,"[criteria provided, single submitter]",2022-09-26
907,RCV000145961,109506,201971,,2015-01-29,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
908,RCV001689684,109506,207830,5,2019-03-21,"[criteria provided, single submitter]",2022-09-26
909,RCV002243812,109506,123164,5,2021-12-16,"[criteria provided, single submitter]",2022-09-26
910,RCV002243812,109506,845,5,2021-12-16,"[criteria provided, single submitter]",2022-09-26
911,RCV000145961,109507,201971,,2015-01-29,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
912,RCV001689684,109507,207830,5,2019-03-21,"[criteria provided, single submitter]",2022-09-26
913,RCV002243812,109507,123164,5,2021-12-16,"[criteria provided, single submitter]",2022-09-26
914,RCV002243812,109507,845,5,2021-12-16,"[criteria provided, single submitter]",2022-09-26
915,RCV000145961,109509,201971,,2015-01-29,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
916,RCV001689684,109509,207830,5,2019-03-21,"[criteria provided, single submitter]",2022-09-26
917,RCV002243812,109509,123164,5,2021-12-16,"[criteria provided, single submitter]",2022-09-26
918,RCV002243812,109509,845,5,2021-12-16,"[criteria provided, single submitter]",2022-09-26
919,RCV000079681,109517,201971,5,2013-03-07,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
920,RCV001538102,109517,207830,5,2019-10-11,"[criteria provided, single submitter]",2022-09-26
921,RCV002243704,109517,123164,5,2021-11-22,"[criteria provided, single submitter]",2022-09-26
922,RCV002243704,109517,845,5,2021-11-22,"[criteria provided, single submitter]",2022-09-26
923,RCV000079681,109520,201971,5,2013-03-07,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
924,RCV001538102,109520,207830,5,2019-10-11,"[criteria provided, single submitter]",2022-09-26
925,RCV002243704,109520,123164,5,2021-11-22,"[criteria provided, single submitter]",2022-09-26
926,RCV002243704,109520,845,5,2021-11-22,"[criteria provided, single submitter]",2022-09-26
927,RCV000079681,109522,201971,5,2013-03-07,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
928,RCV001538102,109522,207830,5,2019-10-11,"[criteria provided, single submitter]",2022-09-26
929,RCV002243704,109522,123164,5,2021-11-22,"[criteria provided, single submitter]",2022-09-26
930,RCV002243704,109522,845,5,2021-11-22,"[criteria provided, single submitter]",2022-09-26
931,RCV001672614,109590,207830,5,2019-08-01,"[criteria provided, single submitter]",2022-09-26
932,RCV002244823,109590,123164,5,2021-09-15,"[criteria provided, single submitter]",2022-09-26
933,RCV002244823,109590,845,5,2021-09-15,"[criteria provided, single submitter]",2022-09-26
934,RCV001672614,109591,207830,5,2019-08-01,"[criteria provided, single submitter]",2022-09-26
935,RCV002244823,109591,123164,5,2021-09-15,"[criteria provided, single submitter]",2022-09-26
936,RCV002244823,109591,845,5,2021-09-15,"[criteria provided, single submitter]",2022-09-26
937,RCV001672614,109592,207830,5,2019-08-01,"[criteria provided, single submitter]",2022-09-26
938,RCV002244823,109592,123164,5,2021-09-15,"[criteria provided, single submitter]",2022-09-26
939,RCV002244823,109592,845,5,2021-09-15,"[criteria provided, single submitter]",2022-09-26
940,RCV000338774,112631,15257,5,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
941,RCV000454668,112631,201971,5,2016-03-28,"[criteria provided, single submitter]",2022-09-26
942,RCV000370025,113122,15257,5,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
943,RCV000455310,113122,201971,5,2016-03-28,"[criteria provided, single submitter]",2022-09-26
944,RCV000402328,113128,15257,5,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
945,RCV000456112,113128,201971,5,2016-03-28,"[criteria provided, single submitter]",2022-09-26
946,RCV000279630,114653,15257,5,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
947,RCV000454903,114653,201971,5,2016-03-28,"[criteria provided, single submitter]",2022-09-26
948,RCV000318214,114659,15257,5,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
949,RCV000455377,114659,201971,5,2016-03-28,"[criteria provided, single submitter]",2022-09-26
950,RCV000292623,114671,15257,5,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
951,RCV000456104,114671,201971,5,2016-03-28,"[criteria provided, single submitter]",2022-09-26
952,RCV000388180,114677,15257,5,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
953,RCV000454985,114677,201971,5,2016-03-28,"[criteria provided, single submitter]",2022-09-26
954,RCV000336013,124487,122951,4,2018-01-13,"[criteria provided, single submitter]",2022-09-26
955,RCV000395049,124487,95209,4,2018-01-13,"[criteria provided, single submitter]",2022-09-26
956,RCV000305400,124493,122951,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
